Hourly measurement data supplied by UK-air on 27/02/2024,,,,,,,,,
All Data GMT hour ending,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,
Site Name,,Chilbolton Observatory,,London Honor Oak Park,,London Marylebone Road,,London N. Kensington,
Latitude,,51.149617,,51.449674,,51.52253,,51.52105,
Longitude,,-1.438228,,-0.037418,,-0.154611,,-0.213492,
Site Type,,Rural Background,,Urban Background,,Urban Traffic,,Urban Background,
Zone,,South East,,Greater London,,Greater London,,Greater London,
Agglomeration,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,Greater London Urban Area,
Local Authority,,Test Valley,,Lewisham,,Westminster,,Kensington,
Date,Time,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status
5/13/2018,17:00:00,No data,V particles cm-3,,,9553,V particles cm-3,No data,V particles cm-3
5/13/2018,18:00:00,No data,V particles cm-3,,,10108,V particles cm-3,No data,V particles cm-3
5/13/2018,19:00:00,No data,V particles cm-3,,,11315,V particles cm-3,No data,V particles cm-3
5/13/2018,20:00:00,No data,V particles cm-3,,,15456,V particles cm-3,No data,V particles cm-3
5/13/2018,21:00:00,No data,V particles cm-3,,,22577,V particles cm-3,No data,V particles cm-3
5/13/2018,22:00:00,No data,V particles cm-3,,,22354,V particles cm-3,No data,V particles cm-3
5/13/2018,23:00:00,No data,V particles cm-3,,,20670,V particles cm-3,No data,V particles cm-3
5/13/2018,24:00:00,No data,V particles cm-3,,,21693,V particles cm-3,No data,V particles cm-3
5/14/2018,1:00:00,No data,V particles cm-3,,,13319,V particles cm-3,No data,V particles cm-3
5/14/2018,2:00:00,No data,V particles cm-3,,,10862,V particles cm-3,No data,V particles cm-3
5/14/2018,3:00:00,No data,V particles cm-3,,,9705,V particles cm-3,No data,V particles cm-3
5/14/2018,4:00:00,No data,V particles cm-3,,,11224,V particles cm-3,No data,V particles cm-3
5/14/2018,5:00:00,No data,V particles cm-3,,,15019,V particles cm-3,No data,V particles cm-3
5/14/2018,6:00:00,No data,V particles cm-3,,,14356,V particles cm-3,No data,V particles cm-3
5/14/2018,7:00:00,No data,V particles cm-3,,,15233,V particles cm-3,No data,V particles cm-3
5/14/2018,8:00:00,No data,V particles cm-3,,,13342,V particles cm-3,No data,V particles cm-3
5/14/2018,9:00:00,No data,V particles cm-3,,,16327,V particles cm-3,No data,V particles cm-3
5/14/2018,10:00:00,No data,V particles cm-3,,,15592,V particles cm-3,No data,V particles cm-3
5/14/2018,11:00:00,No data,V particles cm-3,,,20625,V particles cm-3,No data,V particles cm-3
5/14/2018,12:00:00,No data,V particles cm-3,,,24236,V particles cm-3,No data,V particles cm-3
5/14/2018,13:00:00,No data,V particles cm-3,,,35908,V particles cm-3,No data,V particles cm-3
5/14/2018,14:00:00,No data,V particles cm-3,,,23776,V particles cm-3,No data,V particles cm-3
5/14/2018,15:00:00,No data,V particles cm-3,,,19067,V particles cm-3,No data,V particles cm-3
5/14/2018,16:00:00,No data,V particles cm-3,,,18282,V particles cm-3,No data,V particles cm-3
5/14/2018,17:00:00,No data,V particles cm-3,,,16997,V particles cm-3,No data,V particles cm-3
5/14/2018,18:00:00,No data,V particles cm-3,,,18089,V particles cm-3,No data,V particles cm-3
5/14/2018,19:00:00,No data,V particles cm-3,,,19830,V particles cm-3,No data,V particles cm-3
5/14/2018,20:00:00,No data,V particles cm-3,,,15156,V particles cm-3,No data,V particles cm-3
5/14/2018,21:00:00,No data,V particles cm-3,,,11500,V particles cm-3,No data,V particles cm-3
5/14/2018,22:00:00,No data,V particles cm-3,,,10716,V particles cm-3,No data,V particles cm-3
5/14/2018,23:00:00,No data,V particles cm-3,,,9500,V particles cm-3,No data,V particles cm-3
5/14/2018,24:00:00,No data,V particles cm-3,,,9049,V particles cm-3,No data,V particles cm-3
5/15/2018,1:00:00,No data,V particles cm-3,,,9702,V particles cm-3,No data,V particles cm-3
5/15/2018,2:00:00,No data,V particles cm-3,,,7842,V particles cm-3,No data,V particles cm-3
5/15/2018,3:00:00,No data,V particles cm-3,,,8929,V particles cm-3,No data,V particles cm-3
5/15/2018,4:00:00,No data,V particles cm-3,,,11941,V particles cm-3,No data,V particles cm-3
5/15/2018,5:00:00,No data,V particles cm-3,,,14386,V particles cm-3,No data,V particles cm-3
5/15/2018,6:00:00,No data,V particles cm-3,,,14781,V particles cm-3,No data,V particles cm-3
5/15/2018,7:00:00,No data,V particles cm-3,,,16874,V particles cm-3,No data,V particles cm-3
5/15/2018,8:00:00,No data,V particles cm-3,,,16920,V particles cm-3,No data,V particles cm-3
5/15/2018,9:00:00,No data,V particles cm-3,,,16646,V particles cm-3,No data,V particles cm-3
5/15/2018,10:00:00,No data,V particles cm-3,,,16255,V particles cm-3,No data,V particles cm-3
5/15/2018,11:00:00,No data,V particles cm-3,,,21151,V particles cm-3,No data,V particles cm-3
5/15/2018,12:00:00,No data,V particles cm-3,,,25448,V particles cm-3,No data,V particles cm-3
5/15/2018,13:00:00,No data,V particles cm-3,,,25350,V particles cm-3,No data,V particles cm-3
5/15/2018,14:00:00,No data,V particles cm-3,,,24048,V particles cm-3,No data,V particles cm-3
5/15/2018,15:00:00,No data,V particles cm-3,,,20967,V particles cm-3,No data,V particles cm-3
5/15/2018,16:00:00,No data,V particles cm-3,,,18814,V particles cm-3,No data,V particles cm-3
5/15/2018,17:00:00,No data,V particles cm-3,,,18384,V particles cm-3,No data,V particles cm-3
5/15/2018,18:00:00,No data,V particles cm-3,,,19044,V particles cm-3,No data,V particles cm-3
5/15/2018,19:00:00,No data,V particles cm-3,,,17270,V particles cm-3,No data,V particles cm-3
5/15/2018,20:00:00,No data,V particles cm-3,,,16348,V particles cm-3,No data,V particles cm-3
5/15/2018,21:00:00,No data,V particles cm-3,,,17331,V particles cm-3,No data,V particles cm-3
5/15/2018,22:00:00,No data,V particles cm-3,,,17138,V particles cm-3,No data,V particles cm-3
5/15/2018,23:00:00,No data,V particles cm-3,,,13391,V particles cm-3,No data,V particles cm-3
5/15/2018,24:00:00,No data,V particles cm-3,,,11252,V particles cm-3,No data,V particles cm-3
5/16/2018,1:00:00,No data,V particles cm-3,,,7683,V particles cm-3,No data,V particles cm-3
5/16/2018,2:00:00,No data,V particles cm-3,,,7683,V particles cm-3,No data,V particles cm-3
5/16/2018,3:00:00,No data,V particles cm-3,,,10175,V particles cm-3,No data,V particles cm-3
5/16/2018,4:00:00,No data,V particles cm-3,,,10087,V particles cm-3,No data,V particles cm-3
5/16/2018,5:00:00,No data,V particles cm-3,,,12766,V particles cm-3,No data,V particles cm-3
5/16/2018,6:00:00,No data,V particles cm-3,,,11535,V particles cm-3,No data,V particles cm-3
5/16/2018,7:00:00,No data,V particles cm-3,,,13801,V particles cm-3,No data,V particles cm-3
5/16/2018,8:00:00,No data,V particles cm-3,,,11735,V particles cm-3,No data,V particles cm-3
5/16/2018,9:00:00,No data,V particles cm-3,,,9807,V particles cm-3,No data,V particles cm-3
5/16/2018,10:00:00,No data,V particles cm-3,,,7972,V particles cm-3,No data,V particles cm-3
5/16/2018,11:00:00,No data,V particles cm-3,,,19406,V particles cm-3,No data,V particles cm-3
5/16/2018,12:00:00,No data,V particles cm-3,,,19601,V particles cm-3,No data,V particles cm-3
5/16/2018,13:00:00,No data,V particles cm-3,,,8211,V particles cm-3,No data,V particles cm-3
5/16/2018,14:00:00,No data,V particles cm-3,,,10674,V particles cm-3,No data,V particles cm-3
5/16/2018,15:00:00,No data,V particles cm-3,,,11376,V particles cm-3,No data,V particles cm-3
5/16/2018,16:00:00,No data,V particles cm-3,,,12258,V particles cm-3,No data,V particles cm-3
5/16/2018,17:00:00,No data,V particles cm-3,,,18407,V particles cm-3,No data,V particles cm-3
5/16/2018,18:00:00,No data,V particles cm-3,,,18692,V particles cm-3,No data,V particles cm-3
5/16/2018,19:00:00,No data,V particles cm-3,,,14606,V particles cm-3,No data,V particles cm-3
5/16/2018,20:00:00,No data,V particles cm-3,,,12423,V particles cm-3,No data,V particles cm-3
5/16/2018,21:00:00,No data,V particles cm-3,,,10424,V particles cm-3,No data,V particles cm-3
5/16/2018,22:00:00,No data,V particles cm-3,,,8668,V particles cm-3,No data,V particles cm-3
5/16/2018,23:00:00,No data,V particles cm-3,,,6007,V particles cm-3,No data,V particles cm-3
5/16/2018,24:00:00,No data,V particles cm-3,,,7667,V particles cm-3,No data,V particles cm-3
5/17/2018,1:00:00,No data,V particles cm-3,,,5947,V particles cm-3,No data,V particles cm-3
5/17/2018,2:00:00,No data,V particles cm-3,,,6837,V particles cm-3,No data,V particles cm-3
5/17/2018,3:00:00,No data,V particles cm-3,,,6911,V particles cm-3,No data,V particles cm-3
5/17/2018,4:00:00,No data,V particles cm-3,,,7123,V particles cm-3,No data,V particles cm-3
5/17/2018,5:00:00,No data,V particles cm-3,,,10211,V particles cm-3,No data,V particles cm-3
5/17/2018,6:00:00,No data,V particles cm-3,,,15112,V particles cm-3,No data,V particles cm-3
5/17/2018,7:00:00,No data,V particles cm-3,,,11404,V particles cm-3,No data,V particles cm-3
5/17/2018,8:00:00,No data,V particles cm-3,,,11930,V particles cm-3,No data,V particles cm-3
5/17/2018,9:00:00,No data,V particles cm-3,,,15154,V particles cm-3,No data,V particles cm-3
5/17/2018,10:00:00,No data,V particles cm-3,,,19320,V particles cm-3,No data,V particles cm-3
5/17/2018,11:00:00,No data,V particles cm-3,,,18317,V particles cm-3,No data,V particles cm-3
5/17/2018,12:00:00,No data,V particles cm-3,,,22986,V particles cm-3,No data,V particles cm-3
5/17/2018,13:00:00,No data,V particles cm-3,,,25194,V particles cm-3,No data,V particles cm-3
5/17/2018,14:00:00,No data,V particles cm-3,,,25636,V particles cm-3,No data,V particles cm-3
5/17/2018,15:00:00,No data,V particles cm-3,,,24048,V particles cm-3,No data,V particles cm-3
5/17/2018,16:00:00,No data,V particles cm-3,,,25544,V particles cm-3,No data,V particles cm-3
5/17/2018,17:00:00,No data,V particles cm-3,,,24261,V particles cm-3,No data,V particles cm-3
5/17/2018,18:00:00,No data,V particles cm-3,,,23200,V particles cm-3,No data,V particles cm-3
5/17/2018,19:00:00,No data,V particles cm-3,,,21348,V particles cm-3,No data,V particles cm-3
5/17/2018,20:00:00,No data,V particles cm-3,,,19697,V particles cm-3,No data,V particles cm-3
5/17/2018,21:00:00,No data,V particles cm-3,,,19018,V particles cm-3,No data,V particles cm-3
5/17/2018,22:00:00,No data,V particles cm-3,,,17083,V particles cm-3,No data,V particles cm-3
5/17/2018,23:00:00,No data,V particles cm-3,,,15368,V particles cm-3,No data,V particles cm-3
5/17/2018,24:00:00,No data,V particles cm-3,,,12180,V particles cm-3,No data,V particles cm-3
5/18/2018,1:00:00,No data,V particles cm-3,,,10306,V particles cm-3,No data,V particles cm-3
5/18/2018,2:00:00,No data,V particles cm-3,,,9566,V particles cm-3,No data,V particles cm-3
5/18/2018,3:00:00,No data,V particles cm-3,,,14877,V particles cm-3,No data,V particles cm-3
5/18/2018,4:00:00,No data,V particles cm-3,,,18943,V particles cm-3,No data,V particles cm-3
5/18/2018,5:00:00,No data,V particles cm-3,,,26483,V particles cm-3,No data,V particles cm-3
5/18/2018,6:00:00,No data,V particles cm-3,,,21616,V particles cm-3,No data,V particles cm-3
5/18/2018,7:00:00,No data,V particles cm-3,,,15278,V particles cm-3,No data,V particles cm-3
5/18/2018,8:00:00,No data,V particles cm-3,,,12822,V particles cm-3,No data,V particles cm-3
5/18/2018,9:00:00,No data,V particles cm-3,,,11085,V particles cm-3,No data,V particles cm-3
5/18/2018,10:00:00,No data,V particles cm-3,,,12285,V particles cm-3,No data,V particles cm-3
5/18/2018,11:00:00,No data,V particles cm-3,,,11924,V particles cm-3,No data,V particles cm-3
5/18/2018,12:00:00,No data,V particles cm-3,,,15080,V particles cm-3,No data,V particles cm-3
5/18/2018,13:00:00,No data,V particles cm-3,,,17457,V particles cm-3,No data,V particles cm-3
5/18/2018,14:00:00,No data,V particles cm-3,,,17953,V particles cm-3,No data,V particles cm-3
5/18/2018,15:00:00,No data,V particles cm-3,,,16602,V particles cm-3,No data,V particles cm-3
5/18/2018,16:00:00,No data,V particles cm-3,,,15965,V particles cm-3,No data,V particles cm-3
5/18/2018,17:00:00,No data,V particles cm-3,,,16198,V particles cm-3,No data,V particles cm-3
5/18/2018,18:00:00,No data,V particles cm-3,,,18198,V particles cm-3,No data,V particles cm-3
5/18/2018,19:00:00,No data,V particles cm-3,,,20541,V particles cm-3,No data,V particles cm-3
5/18/2018,20:00:00,No data,V particles cm-3,,,19741,V particles cm-3,No data,V particles cm-3
5/18/2018,21:00:00,No data,V particles cm-3,,,46551,V particles cm-3,No data,V particles cm-3
5/18/2018,22:00:00,No data,V particles cm-3,,,37245,V particles cm-3,No data,V particles cm-3
5/18/2018,23:00:00,No data,V particles cm-3,,,26913,V particles cm-3,No data,V particles cm-3
5/18/2018,24:00:00,No data,V particles cm-3,,,28130,V particles cm-3,No data,V particles cm-3
5/19/2018,1:00:00,No data,V particles cm-3,,,22175,V particles cm-3,No data,V particles cm-3
5/19/2018,2:00:00,No data,V particles cm-3,,,21477,V particles cm-3,No data,V particles cm-3
5/19/2018,3:00:00,No data,V particles cm-3,,,21559,V particles cm-3,No data,V particles cm-3
5/19/2018,4:00:00,No data,V particles cm-3,,,25140,V particles cm-3,No data,V particles cm-3
5/19/2018,5:00:00,No data,V particles cm-3,,,31466,V particles cm-3,No data,V particles cm-3
5/19/2018,6:00:00,No data,V particles cm-3,,,25416,V particles cm-3,No data,V particles cm-3
5/19/2018,7:00:00,No data,V particles cm-3,,,20159,V particles cm-3,No data,V particles cm-3
5/19/2018,8:00:00,No data,V particles cm-3,,,18047,V particles cm-3,No data,V particles cm-3
5/19/2018,9:00:00,No data,V particles cm-3,,,14911,V particles cm-3,No data,V particles cm-3
5/19/2018,10:00:00,No data,V particles cm-3,,,11645,V particles cm-3,No data,V particles cm-3
5/19/2018,11:00:00,No data,V particles cm-3,,,12083,V particles cm-3,No data,V particles cm-3
5/19/2018,12:00:00,No data,V particles cm-3,,,15132,V particles cm-3,No data,V particles cm-3
5/19/2018,13:00:00,No data,V particles cm-3,,,23259,V particles cm-3,No data,V particles cm-3
5/19/2018,14:00:00,No data,V particles cm-3,,,26100,V particles cm-3,No data,V particles cm-3
5/19/2018,15:00:00,No data,V particles cm-3,,,21691,V particles cm-3,No data,V particles cm-3
5/19/2018,16:00:00,No data,V particles cm-3,,,21720,V particles cm-3,No data,V particles cm-3
5/19/2018,17:00:00,No data,V particles cm-3,,,28269,V particles cm-3,No data,V particles cm-3
5/19/2018,18:00:00,No data,V particles cm-3,,,34748,V particles cm-3,No data,V particles cm-3
5/19/2018,19:00:00,No data,V particles cm-3,,,30552,V particles cm-3,No data,V particles cm-3
5/19/2018,20:00:00,No data,V particles cm-3,,,28732,V particles cm-3,No data,V particles cm-3
5/19/2018,21:00:00,No data,V particles cm-3,,,28572,V particles cm-3,No data,V particles cm-3
5/19/2018,22:00:00,No data,V particles cm-3,,,30434,V particles cm-3,No data,V particles cm-3
5/19/2018,23:00:00,No data,V particles cm-3,,,21906,V particles cm-3,No data,V particles cm-3
5/19/2018,24:00:00,No data,V particles cm-3,,,25837,V particles cm-3,No data,V particles cm-3
5/20/2018,1:00:00,No data,V particles cm-3,,,27577,V particles cm-3,No data,V particles cm-3
5/20/2018,2:00:00,No data,V particles cm-3,,,24611,V particles cm-3,No data,V particles cm-3
5/20/2018,3:00:00,No data,V particles cm-3,,,18722,V particles cm-3,No data,V particles cm-3
5/20/2018,4:00:00,No data,V particles cm-3,,,20629,V particles cm-3,No data,V particles cm-3
5/20/2018,5:00:00,No data,V particles cm-3,,,22321,V particles cm-3,No data,V particles cm-3
5/20/2018,6:00:00,No data,V particles cm-3,,,22677,V particles cm-3,No data,V particles cm-3
5/20/2018,7:00:00,No data,V particles cm-3,,,17424,V particles cm-3,No data,V particles cm-3
5/20/2018,8:00:00,No data,V particles cm-3,,,24543,V particles cm-3,No data,V particles cm-3
5/20/2018,9:00:00,No data,V particles cm-3,,,19802,V particles cm-3,No data,V particles cm-3
5/20/2018,10:00:00,No data,V particles cm-3,,,22409,V particles cm-3,No data,V particles cm-3
5/20/2018,11:00:00,No data,V particles cm-3,,,20592,V particles cm-3,No data,V particles cm-3
5/20/2018,12:00:00,No data,V particles cm-3,,,24368,V particles cm-3,No data,V particles cm-3
5/20/2018,13:00:00,No data,V particles cm-3,,,22361,V particles cm-3,No data,V particles cm-3
5/20/2018,14:00:00,No data,V particles cm-3,,,27582,V particles cm-3,No data,V particles cm-3
5/20/2018,15:00:00,No data,V particles cm-3,,,26474,V particles cm-3,No data,V particles cm-3
5/20/2018,16:00:00,No data,V particles cm-3,,,23113,V particles cm-3,No data,V particles cm-3
5/20/2018,17:00:00,No data,V particles cm-3,,,23255,V particles cm-3,No data,V particles cm-3
5/20/2018,18:00:00,No data,V particles cm-3,,,25454,V particles cm-3,No data,V particles cm-3
5/20/2018,19:00:00,No data,V particles cm-3,,,26690,V particles cm-3,No data,V particles cm-3
5/20/2018,20:00:00,No data,V particles cm-3,,,29335,V particles cm-3,No data,V particles cm-3
5/20/2018,21:00:00,No data,V particles cm-3,,,29922,V particles cm-3,No data,V particles cm-3
5/20/2018,22:00:00,No data,V particles cm-3,,,28133,V particles cm-3,No data,V particles cm-3
5/20/2018,23:00:00,No data,V particles cm-3,,,17423,V particles cm-3,No data,V particles cm-3
5/20/2018,24:00:00,No data,V particles cm-3,,,21191,V particles cm-3,No data,V particles cm-3
5/21/2018,1:00:00,No data,V particles cm-3,,,10776,V particles cm-3,No data,V particles cm-3
5/21/2018,2:00:00,No data,V particles cm-3,,,9034,V particles cm-3,No data,V particles cm-3
5/21/2018,3:00:00,No data,V particles cm-3,,,7267,V particles cm-3,No data,V particles cm-3
5/21/2018,4:00:00,No data,V particles cm-3,,,9780,V particles cm-3,No data,V particles cm-3
5/21/2018,5:00:00,No data,V particles cm-3,,,15699,V particles cm-3,No data,V particles cm-3
5/21/2018,6:00:00,No data,V particles cm-3,,,19061,V particles cm-3,No data,V particles cm-3
5/21/2018,7:00:00,No data,V particles cm-3,,,17575,V particles cm-3,No data,V particles cm-3
5/21/2018,8:00:00,No data,V particles cm-3,,,17019,V particles cm-3,No data,V particles cm-3
5/21/2018,9:00:00,No data,V particles cm-3,,,19482,V particles cm-3,No data,V particles cm-3
5/21/2018,10:00:00,No data,V particles cm-3,,,15533,V particles cm-3,No data,V particles cm-3
5/21/2018,11:00:00,No data,V particles cm-3,,,16783,V particles cm-3,No data,V particles cm-3
5/21/2018,12:00:00,No data,V particles cm-3,,,14684,V particles cm-3,No data,V particles cm-3
5/21/2018,13:00:00,No data,V particles cm-3,,,12945,V particles cm-3,No data,V particles cm-3
5/21/2018,14:00:00,No data,V particles cm-3,,,13809,V particles cm-3,No data,V particles cm-3
5/21/2018,15:00:00,No data,V particles cm-3,,,16245,V particles cm-3,No data,V particles cm-3
5/21/2018,16:00:00,No data,V particles cm-3,,,14610,V particles cm-3,No data,V particles cm-3
5/21/2018,17:00:00,No data,V particles cm-3,,,12432,V particles cm-3,No data,V particles cm-3
5/21/2018,18:00:00,No data,V particles cm-3,,,20149,V particles cm-3,No data,V particles cm-3
5/21/2018,19:00:00,No data,V particles cm-3,,,37034,V particles cm-3,No data,V particles cm-3
5/21/2018,20:00:00,No data,V particles cm-3,,,30643,V particles cm-3,No data,V particles cm-3
5/21/2018,21:00:00,No data,V particles cm-3,,,26609,V particles cm-3,No data,V particles cm-3
5/21/2018,22:00:00,No data,V particles cm-3,,,23175,V particles cm-3,No data,V particles cm-3
5/21/2018,23:00:00,No data,V particles cm-3,,,19011,V particles cm-3,No data,V particles cm-3
5/21/2018,24:00:00,No data,V particles cm-3,,,15622,V particles cm-3,No data,V particles cm-3
5/22/2018,1:00:00,No data,V particles cm-3,,,14136,V particles cm-3,No data,V particles cm-3
5/22/2018,2:00:00,No data,V particles cm-3,,,10028,V particles cm-3,No data,V particles cm-3
5/22/2018,3:00:00,No data,V particles cm-3,,,10775,V particles cm-3,No data,V particles cm-3
5/22/2018,4:00:00,No data,V particles cm-3,,,11665,V particles cm-3,No data,V particles cm-3
