Hourly measurement data supplied by UK-air on 27/02/2024,,,,,,,,,
All Data GMT hour ending,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,
Site Name,,Chilbolton Observatory,,London Honor Oak Park,,London Marylebone Road,,London N. Kensington,
Latitude,,51.149617,,51.449674,,51.52253,,51.52105,
Longitude,,-1.438228,,-0.037418,,-0.154611,,-0.213492,
Site Type,,Rural Background,,Urban Background,,Urban Traffic,,Urban Background,
Zone,,South East,,Greater London,,Greater London,,Greater London,
Agglomeration,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,Greater London Urban Area,
Local Authority,,Test Valley,,Lewisham,,Westminster,,Kensington,
Date,Time,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status
5/1/2018,23:00:00,No data,V particles cm-3,,,34981,V particles cm-3,8347,V particles cm-3
5/1/2018,24:00:00,No data,V particles cm-3,,,29353,V particles cm-3,6695,V particles cm-3
5/2/2018,1:00:00,No data,V particles cm-3,,,23039,V particles cm-3,5378,V particles cm-3
5/2/2018,2:00:00,No data,V particles cm-3,,,11938,V particles cm-3,3679,V particles cm-3
5/2/2018,3:00:00,No data,V particles cm-3,,,12569,V particles cm-3,3131,V particles cm-3
5/2/2018,4:00:00,No data,V particles cm-3,,,20242,V particles cm-3,3246,V particles cm-3
5/2/2018,5:00:00,No data,V particles cm-3,,,28307,V particles cm-3,3381,V particles cm-3
5/2/2018,6:00:00,No data,V particles cm-3,,,47724,V particles cm-3,4923,V particles cm-3
5/2/2018,7:00:00,No data,V particles cm-3,,,35378,V particles cm-3,5691,V particles cm-3
5/2/2018,8:00:00,No data,V particles cm-3,,,35917,V particles cm-3,7875,V particles cm-3
5/2/2018,9:00:00,No data,V particles cm-3,,,34296,V particles cm-3,7145,V particles cm-3
5/2/2018,10:00:00,No data,V particles cm-3,,,39097,V particles cm-3,6302,V particles cm-3
5/2/2018,11:00:00,No data,V particles cm-3,,,35108,V particles cm-3,7608,V particles cm-3
5/2/2018,12:00:00,No data,V particles cm-3,,,35274,V particles cm-3,8163,V particles cm-3
5/2/2018,13:00:00,No data,V particles cm-3,,,43795,V particles cm-3,9523,V particles cm-3
5/2/2018,14:00:00,No data,V particles cm-3,,,39097,V particles cm-3,13920,V particles cm-3
5/2/2018,15:00:00,No data,V particles cm-3,,,16782,V particles cm-3,9258,V particles cm-3
5/2/2018,16:00:00,No data,V particles cm-3,,,17184,V particles cm-3,10284,V particles cm-3
5/2/2018,17:00:00,No data,V particles cm-3,,,17757,V particles cm-3,8932,V particles cm-3
5/2/2018,18:00:00,No data,V particles cm-3,,,17942,V particles cm-3,9847,V particles cm-3
5/2/2018,19:00:00,No data,V particles cm-3,,,19826,V particles cm-3,10186,V particles cm-3
5/2/2018,20:00:00,No data,V particles cm-3,,,24387,V particles cm-3,13985,V particles cm-3
5/2/2018,21:00:00,No data,V particles cm-3,,,41293,V particles cm-3,21609,V particles cm-3
5/2/2018,22:00:00,No data,V particles cm-3,,,40834,V particles cm-3,22511,V particles cm-3
5/2/2018,23:00:00,No data,V particles cm-3,,,45055,V particles cm-3,24950,V particles cm-3
5/2/2018,24:00:00,No data,V particles cm-3,,,30487,V particles cm-3,19288,V particles cm-3
5/3/2018,1:00:00,No data,V particles cm-3,,,24648,V particles cm-3,17297,V particles cm-3
5/3/2018,2:00:00,No data,V particles cm-3,,,28621,V particles cm-3,14720,V particles cm-3
5/3/2018,3:00:00,No data,V particles cm-3,,,26810,V particles cm-3,13852,V particles cm-3
5/3/2018,4:00:00,No data,V particles cm-3,,,40586,V particles cm-3,13786,V particles cm-3
5/3/2018,5:00:00,No data,V particles cm-3,,,56596,V particles cm-3,16127,V particles cm-3
5/3/2018,6:00:00,No data,V particles cm-3,,,69128,V particles cm-3,19651,V particles cm-3
5/3/2018,7:00:00,No data,V particles cm-3,,,48757,V particles cm-3,25396,V particles cm-3
5/3/2018,8:00:00,No data,V particles cm-3,,,32079,V particles cm-3,20934,V particles cm-3
5/3/2018,9:00:00,No data,V particles cm-3,,,23277,V particles cm-3,17029,V particles cm-3
5/3/2018,10:00:00,No data,V particles cm-3,,,33368,V particles cm-3,14955,V particles cm-3
5/3/2018,11:00:00,No data,V particles cm-3,,,40921,V particles cm-3,17122,V particles cm-3
5/3/2018,12:00:00,No data,V particles cm-3,,,34782,V particles cm-3,16588,V particles cm-3
5/3/2018,13:00:00,No data,V particles cm-3,,,38091,V particles cm-3,21054,V particles cm-3
5/3/2018,14:00:00,No data,V particles cm-3,,,36994,V particles cm-3,20765,V particles cm-3
5/3/2018,15:00:00,No data,V particles cm-3,,,38360,V particles cm-3,18394,V particles cm-3
5/3/2018,16:00:00,No data,V particles cm-3,,,33014,V particles cm-3,21021,V particles cm-3
5/3/2018,17:00:00,No data,V particles cm-3,,,37733,V particles cm-3,18083,V particles cm-3
5/3/2018,18:00:00,No data,V particles cm-3,,,38682,V particles cm-3,16160,V particles cm-3
5/3/2018,19:00:00,No data,V particles cm-3,,,36251,V particles cm-3,13351,V particles cm-3
5/3/2018,20:00:00,No data,V particles cm-3,,,37377,V particles cm-3,14882,V particles cm-3
5/3/2018,21:00:00,No data,V particles cm-3,,,40697,V particles cm-3,15253,V particles cm-3
5/3/2018,22:00:00,No data,V particles cm-3,,,37088,V particles cm-3,14089,V particles cm-3
5/3/2018,23:00:00,No data,V particles cm-3,,,39771,V particles cm-3,13028,V particles cm-3
5/3/2018,24:00:00,No data,V particles cm-3,,,41429,V particles cm-3,13252,V particles cm-3
5/4/2018,1:00:00,No data,V particles cm-3,,,32441,V particles cm-3,11670,V particles cm-3
5/4/2018,2:00:00,No data,V particles cm-3,,,22506,V particles cm-3,12007,V particles cm-3
5/4/2018,3:00:00,No data,V particles cm-3,,,31399,V particles cm-3,10424,V particles cm-3
5/4/2018,4:00:00,No data,V particles cm-3,,,30103,V particles cm-3,11607,V particles cm-3
5/4/2018,5:00:00,No data,V particles cm-3,,,33627,V particles cm-3,13246,V particles cm-3
5/4/2018,6:00:00,No data,V particles cm-3,,,59453,V particles cm-3,16317,V particles cm-3
5/4/2018,7:00:00,No data,V particles cm-3,,,47594,V particles cm-3,17753,V particles cm-3
5/4/2018,8:00:00,No data,V particles cm-3,,,42856,V particles cm-3,14402,V particles cm-3
5/4/2018,9:00:00,No data,V particles cm-3,,,41134,V particles cm-3,14154,V particles cm-3
5/4/2018,10:00:00,No data,V particles cm-3,,,35164,V particles cm-3,11433,V particles cm-3
5/4/2018,11:00:00,No data,V particles cm-3,,,33489,V particles cm-3,14452,V particles cm-3
5/4/2018,12:00:00,No data,V particles cm-3,,,35499,V particles cm-3,17771,V particles cm-3
5/4/2018,13:00:00,No data,V particles cm-3,,,31662,V particles cm-3,18150,V particles cm-3
5/4/2018,14:00:00,No data,V particles cm-3,,,21974,V particles cm-3,17398,V particles cm-3
5/4/2018,15:00:00,No data,V particles cm-3,,,20622,V particles cm-3,17095,V particles cm-3
5/4/2018,16:00:00,No data,V particles cm-3,,,23872,V particles cm-3,12111,V particles cm-3
5/4/2018,17:00:00,No data,V particles cm-3,,,15338,V particles cm-3,11957,V particles cm-3
5/4/2018,18:00:00,No data,V particles cm-3,,,14983,V particles cm-3,12678,V particles cm-3
5/4/2018,19:00:00,No data,V particles cm-3,,,26898,V particles cm-3,12277,V particles cm-3
5/4/2018,20:00:00,No data,V particles cm-3,,,34845,V particles cm-3,21608,V particles cm-3
5/4/2018,21:00:00,No data,V particles cm-3,,,35479,V particles cm-3,17658,V particles cm-3
5/4/2018,22:00:00,No data,V particles cm-3,,,37062,V particles cm-3,12449,V particles cm-3
5/4/2018,23:00:00,No data,V particles cm-3,,,40460,V particles cm-3,15512,V particles cm-3
5/4/2018,24:00:00,No data,V particles cm-3,,,44348,V particles cm-3,18643,V particles cm-3
5/5/2018,1:00:00,No data,V particles cm-3,,,33089,V particles cm-3,16662,V particles cm-3
5/5/2018,2:00:00,No data,V particles cm-3,,,25780,V particles cm-3,19710,V particles cm-3
5/5/2018,3:00:00,No data,V particles cm-3,,,27182,V particles cm-3,18003,V particles cm-3
5/5/2018,4:00:00,No data,V particles cm-3,,,32581,V particles cm-3,18244,V particles cm-3
5/5/2018,5:00:00,No data,V particles cm-3,,,28962,V particles cm-3,17192,V particles cm-3
5/5/2018,6:00:00,No data,V particles cm-3,,,30296,V particles cm-3,18905,V particles cm-3
5/5/2018,7:00:00,No data,V particles cm-3,,,24383,V particles cm-3,16523,V particles cm-3
5/5/2018,8:00:00,No data,V particles cm-3,,,26668,V particles cm-3,11865,V particles cm-3
5/5/2018,9:00:00,No data,V particles cm-3,,,30515,V particles cm-3,12634,V particles cm-3
5/5/2018,10:00:00,No data,V particles cm-3,,,24029,V particles cm-3,12774,V particles cm-3
5/5/2018,11:00:00,No data,V particles cm-3,,,25601,V particles cm-3,12722,V particles cm-3
5/5/2018,12:00:00,No data,V particles cm-3,,,27276,V particles cm-3,14555,V particles cm-3
5/5/2018,13:00:00,No data,V particles cm-3,,,31150,V particles cm-3,15335,V particles cm-3
5/5/2018,14:00:00,No data,V particles cm-3,,,27771,V particles cm-3,15529,V particles cm-3
5/5/2018,15:00:00,No data,V particles cm-3,,,26672,V particles cm-3,16212,V particles cm-3
5/5/2018,16:00:00,No data,V particles cm-3,,,30274,V particles cm-3,17749,V particles cm-3
5/5/2018,17:00:00,No data,V particles cm-3,,,32678,V particles cm-3,16735,V particles cm-3
5/5/2018,18:00:00,No data,V particles cm-3,,,31204,V particles cm-3,17266,V particles cm-3
5/5/2018,19:00:00,No data,V particles cm-3,,,38164,V particles cm-3,19481,V particles cm-3
5/5/2018,20:00:00,No data,V particles cm-3,,,41116,V particles cm-3,21796,V particles cm-3
5/5/2018,21:00:00,No data,V particles cm-3,,,40157,V particles cm-3,22880,V particles cm-3
5/5/2018,22:00:00,No data,V particles cm-3,,,38605,V particles cm-3,21477,V particles cm-3
5/5/2018,23:00:00,No data,V particles cm-3,,,31953,V particles cm-3,18054,V particles cm-3
5/5/2018,24:00:00,No data,V particles cm-3,,,29506,V particles cm-3,12012,V particles cm-3
5/6/2018,1:00:00,No data,V particles cm-3,,,22021,V particles cm-3,13425,V particles cm-3
5/6/2018,2:00:00,No data,V particles cm-3,,,19754,V particles cm-3,13256,V particles cm-3
5/6/2018,3:00:00,No data,V particles cm-3,,,14289,V particles cm-3,11958,V particles cm-3
5/6/2018,4:00:00,No data,V particles cm-3,,,13162,V particles cm-3,9454,V particles cm-3
5/6/2018,5:00:00,No data,V particles cm-3,,,13742,V particles cm-3,10516,V particles cm-3
5/6/2018,6:00:00,No data,V particles cm-3,,,14729,V particles cm-3,11072,V particles cm-3
5/6/2018,7:00:00,No data,V particles cm-3,,,14970,V particles cm-3,10370,V particles cm-3
5/6/2018,8:00:00,No data,V particles cm-3,,,15595,V particles cm-3,10905,V particles cm-3
5/6/2018,9:00:00,No data,V particles cm-3,,,17881,V particles cm-3,9912,V particles cm-3
5/6/2018,10:00:00,No data,V particles cm-3,,,17989,V particles cm-3,11746,V particles cm-3
5/6/2018,11:00:00,No data,V particles cm-3,,,25831,V particles cm-3,13971,V particles cm-3
5/6/2018,12:00:00,No data,V particles cm-3,,,No data,V particles cm-3,13417,V particles cm-3
5/6/2018,13:00:00,No data,V particles cm-3,,,No data,V particles cm-3,14291,V particles cm-3
5/6/2018,14:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15899,V particles cm-3
5/6/2018,15:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15145,V particles cm-3
5/6/2018,16:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15994,V particles cm-3
5/6/2018,17:00:00,No data,V particles cm-3,,,No data,V particles cm-3,18273,V particles cm-3
5/6/2018,18:00:00,No data,V particles cm-3,,,No data,V particles cm-3,21103,V particles cm-3
5/6/2018,19:00:00,No data,V particles cm-3,,,No data,V particles cm-3,28822,V particles cm-3
5/6/2018,20:00:00,No data,V particles cm-3,,,No data,V particles cm-3,29761,V particles cm-3
5/6/2018,21:00:00,No data,V particles cm-3,,,No data,V particles cm-3,23542,V particles cm-3
5/6/2018,22:00:00,No data,V particles cm-3,,,No data,V particles cm-3,24459,V particles cm-3
5/6/2018,23:00:00,No data,V particles cm-3,,,No data,V particles cm-3,21352,V particles cm-3
5/6/2018,24:00:00,No data,V particles cm-3,,,No data,V particles cm-3,19853,V particles cm-3
5/7/2018,1:00:00,No data,V particles cm-3,,,No data,V particles cm-3,16802,V particles cm-3
5/7/2018,2:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15464,V particles cm-3
5/7/2018,3:00:00,No data,V particles cm-3,,,No data,V particles cm-3,14062,V particles cm-3
5/7/2018,4:00:00,No data,V particles cm-3,,,No data,V particles cm-3,14188,V particles cm-3
5/7/2018,5:00:00,No data,V particles cm-3,,,No data,V particles cm-3,13999,V particles cm-3
5/7/2018,6:00:00,No data,V particles cm-3,,,No data,V particles cm-3,12643,V particles cm-3
5/7/2018,7:00:00,No data,V particles cm-3,,,No data,V particles cm-3,12771,V particles cm-3
5/7/2018,8:00:00,No data,V particles cm-3,,,No data,V particles cm-3,11357,V particles cm-3
5/7/2018,9:00:00,No data,V particles cm-3,,,No data,V particles cm-3,9162,V particles cm-3
5/7/2018,10:00:00,No data,V particles cm-3,,,No data,V particles cm-3,7932,V particles cm-3
5/7/2018,11:00:00,No data,V particles cm-3,,,No data,V particles cm-3,8829,V particles cm-3
5/7/2018,12:00:00,No data,V particles cm-3,,,No data,V particles cm-3,10522,V particles cm-3
5/7/2018,13:00:00,No data,V particles cm-3,,,No data,V particles cm-3,14602,V particles cm-3
5/7/2018,14:00:00,No data,V particles cm-3,,,No data,V particles cm-3,21112,V particles cm-3
5/7/2018,15:00:00,No data,V particles cm-3,,,No data,V particles cm-3,23041,V particles cm-3
5/7/2018,16:00:00,No data,V particles cm-3,,,No data,V particles cm-3,19377,V particles cm-3
5/7/2018,17:00:00,No data,V particles cm-3,,,No data,V particles cm-3,16113,V particles cm-3
5/7/2018,18:00:00,No data,V particles cm-3,,,No data,V particles cm-3,17289,V particles cm-3
5/7/2018,19:00:00,No data,V particles cm-3,,,No data,V particles cm-3,20473,V particles cm-3
5/7/2018,20:00:00,No data,V particles cm-3,,,No data,V particles cm-3,25211,V particles cm-3
5/7/2018,21:00:00,No data,V particles cm-3,,,No data,V particles cm-3,28722,V particles cm-3
5/7/2018,22:00:00,No data,V particles cm-3,,,No data,V particles cm-3,26760,V particles cm-3
5/7/2018,23:00:00,No data,V particles cm-3,,,No data,V particles cm-3,23315,V particles cm-3
5/7/2018,24:00:00,No data,V particles cm-3,,,No data,V particles cm-3,22757,V particles cm-3
5/8/2018,1:00:00,No data,V particles cm-3,,,No data,V particles cm-3,20373,V particles cm-3
5/8/2018,2:00:00,No data,V particles cm-3,,,No data,V particles cm-3,17797,V particles cm-3
5/8/2018,3:00:00,No data,V particles cm-3,,,No data,V particles cm-3,18210,V particles cm-3
5/8/2018,4:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15817,V particles cm-3
5/8/2018,5:00:00,No data,V particles cm-3,,,No data,V particles cm-3,17874,V particles cm-3
5/8/2018,6:00:00,No data,V particles cm-3,,,No data,V particles cm-3,20253,V particles cm-3
5/8/2018,7:00:00,No data,V particles cm-3,,,No data,V particles cm-3,21624,V particles cm-3
5/8/2018,8:00:00,No data,V particles cm-3,,,No data,V particles cm-3,15614,V particles cm-3
5/8/2018,9:00:00,No data,V particles cm-3,,,No data,V particles cm-3,10563,V particles cm-3
5/8/2018,10:00:00,No data,V particles cm-3,,,No data,V particles cm-3,13166,V particles cm-3
5/8/2018,11:00:00,No data,V particles cm-3,,,No data,V particles cm-3,12254,V particles cm-3
5/8/2018,12:00:00,No data,V particles cm-3,,,No data,V particles cm-3,11619,V particles cm-3
5/8/2018,13:00:00,No data,V particles cm-3,,,No data,V particles cm-3,9869,V particles cm-3
5/8/2018,14:00:00,No data,V particles cm-3,,,No data,V particles cm-3,12342,V particles cm-3
5/8/2018,15:00:00,No data,V particles cm-3,,,No data,V particles cm-3,8930,V particles cm-3
5/8/2018,16:00:00,No data,V particles cm-3,,,No data,V particles cm-3,7609,V particles cm-3
5/8/2018,17:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,18:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,19:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,20:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,21:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,22:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,23:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/8/2018,24:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,1:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,2:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,3:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,4:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,5:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,6:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,7:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,8:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,9:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,10:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,11:00:00,No data,V particles cm-3,,,No data,V particles cm-3,No data,V particles cm-3
5/9/2018,12:00:00,No data,V particles cm-3,,,27647,V particles cm-3,No data,V particles cm-3
5/9/2018,13:00:00,No data,V particles cm-3,,,29186,V particles cm-3,11574,V particles cm-3
5/9/2018,14:00:00,No data,V particles cm-3,,,33911,V particles cm-3,12130,V particles cm-3
5/9/2018,15:00:00,No data,V particles cm-3,,,37126,V particles cm-3,17033,V particles cm-3
5/9/2018,16:00:00,No data,V particles cm-3,,,36621,V particles cm-3,13848,V particles cm-3
5/9/2018,17:00:00,No data,V particles cm-3,,,43015,V particles cm-3,11103,V particles cm-3
5/9/2018,18:00:00,No data,V particles cm-3,,,43927,V particles cm-3,21334,V particles cm-3
5/9/2018,19:00:00,No data,V particles cm-3,,,44954,V particles cm-3,28755,V particles cm-3
5/9/2018,20:00:00,No data,V particles cm-3,,,45881,V particles cm-3,19535,V particles cm-3
5/9/2018,21:00:00,No data,V particles cm-3,,,43397,V particles cm-3,13652,V particles cm-3
5/9/2018,22:00:00,No data,V particles cm-3,,,32927,V particles cm-3,12150,V particles cm-3
5/9/2018,23:00:00,No data,V particles cm-3,,,27047,V particles cm-3,11168,V particles cm-3
5/9/2018,24:00:00,No data,V particles cm-3,,,37048,V particles cm-3,9024,V particles cm-3
5/10/2018,1:00:00,No data,V particles cm-3,,,22317,V particles cm-3,6196,V particles cm-3
5/10/2018,2:00:00,No data,V particles cm-3,,,21391,V particles cm-3,4610,V particles cm-3
5/10/2018,3:00:00,No data,V particles cm-3,,,16992,V particles cm-3,4400,V particles cm-3
5/10/2018,4:00:00,No data,V particles cm-3,,,25264,V particles cm-3,3840,V particles cm-3
5/10/2018,5:00:00,No data,V particles cm-3,,,21271,V particles cm-3,4672,V particles cm-3
5/10/2018,6:00:00,No data,V particles cm-3,,,11662,V particles cm-3,6677,V particles cm-3
5/10/2018,7:00:00,No data,V particles cm-3,,,13809,V particles cm-3,9602,V particles cm-3
5/10/2018,8:00:00,No data,V particles cm-3,,,15253,V particles cm-3,6651,V particles cm-3
5/10/2018,9:00:00,No data,V particles cm-3,,,12936,V particles cm-3,8144,V particles cm-3
5/10/2018,10:00:00,No data,V particles cm-3,,,14994,V particles cm-3,7787,V particles cm-3
5/10/2018,11:00:00,No data,V particles cm-3,,,23032,V particles cm-3,15379,V particles cm-3
5/10/2018,12:00:00,No data,V particles cm-3,,,21305,V particles cm-3,16525,V particles cm-3
5/10/2018,13:00:00,No data,V particles cm-3,,,24398,V particles cm-3,14683,V particles cm-3
5/10/2018,14:00:00,No data,V particles cm-3,,,20908,V particles cm-3,12143,V particles cm-3
5/10/2018,15:00:00,No data,V particles cm-3,,,24192,V particles cm-3,11052,V particles cm-3
5/10/2018,16:00:00,No data,V particles cm-3,,,20845,V particles cm-3,5842,V particles cm-3
5/10/2018,17:00:00,No data,V particles cm-3,,,20199,V particles cm-3,No data,V particles cm-3
5/10/2018,18:00:00,No data,V particles cm-3,,,23492,V particles cm-3,No data,V particles cm-3
5/10/2018,19:00:00,No data,V particles cm-3,,,34902,V particles cm-3,No data,V particles cm-3
5/10/2018,20:00:00,No data,V particles cm-3,,,33720,V particles cm-3,No data,V particles cm-3
5/10/2018,21:00:00,No data,V particles cm-3,,,32670,V particles cm-3,No data,V particles cm-3
5/10/2018,22:00:00,No data,V particles cm-3,,,35549,V particles cm-3,No data,V particles cm-3
5/10/2018,23:00:00,No data,V particles cm-3,,,31489,V particles cm-3,No data,V particles cm-3
5/10/2018,24:00:00,No data,V particles cm-3,,,38110,V particles cm-3,No data,V particles cm-3
5/11/2018,1:00:00,No data,V particles cm-3,,,30194,V particles cm-3,No data,V particles cm-3
5/11/2018,2:00:00,No data,V particles cm-3,,,27986,V particles cm-3,No data,V particles cm-3
5/11/2018,3:00:00,No data,V particles cm-3,,,27083,V particles cm-3,No data,V particles cm-3
5/11/2018,4:00:00,No data,V particles cm-3,,,31652,V particles cm-3,No data,V particles cm-3
5/11/2018,5:00:00,No data,V particles cm-3,,,32981,V particles cm-3,No data,V particles cm-3
5/11/2018,6:00:00,No data,V particles cm-3,,,33938,V particles cm-3,No data,V particles cm-3
5/11/2018,7:00:00,No data,V particles cm-3,,,40036,V particles cm-3,No data,V particles cm-3
5/11/2018,8:00:00,No data,V particles cm-3,,,37330,V particles cm-3,No data,V particles cm-3
5/11/2018,9:00:00,No data,V particles cm-3,,,37429,V particles cm-3,No data,V particles cm-3
5/11/2018,10:00:00,No data,V particles cm-3,,,36179,V particles cm-3,No data,V particles cm-3
5/11/2018,11:00:00,No data,V particles cm-3,,,37432,V particles cm-3,No data,V particles cm-3
5/11/2018,12:00:00,No data,V particles cm-3,,,39764,V particles cm-3,No data,V particles cm-3
5/11/2018,13:00:00,No data,V particles cm-3,,,35141,V particles cm-3,No data,V particles cm-3
5/11/2018,14:00:00,No data,V particles cm-3,,,36500,V particles cm-3,No data,V particles cm-3
5/11/2018,15:00:00,No data,V particles cm-3,,,31439,V particles cm-3,No data,V particles cm-3
5/11/2018,16:00:00,No data,V particles cm-3,,,35827,V particles cm-3,No data,V particles cm-3
5/11/2018,17:00:00,No data,V particles cm-3,,,27396,V particles cm-3,No data,V particles cm-3
5/11/2018,18:00:00,No data,V particles cm-3,,,32370,V particles cm-3,No data,V particles cm-3
5/11/2018,19:00:00,No data,V particles cm-3,,,29148,V particles cm-3,No data,V particles cm-3
5/11/2018,20:00:00,No data,V particles cm-3,,,27633,V particles cm-3,No data,V particles cm-3
5/11/2018,21:00:00,No data,V particles cm-3,,,25465,V particles cm-3,No data,V particles cm-3
5/11/2018,22:00:00,No data,V particles cm-3,,,35134,V particles cm-3,No data,V particles cm-3
5/11/2018,23:00:00,No data,V particles cm-3,,,34596,V particles cm-3,No data,V particles cm-3
5/11/2018,24:00:00,No data,V particles cm-3,,,32814,V particles cm-3,No data,V particles cm-3
5/12/2018,1:00:00,No data,V particles cm-3,,,28999,V particles cm-3,No data,V particles cm-3
5/12/2018,2:00:00,No data,V particles cm-3,,,24873,V particles cm-3,No data,V particles cm-3
5/12/2018,3:00:00,No data,V particles cm-3,,,29182,V particles cm-3,No data,V particles cm-3
5/12/2018,4:00:00,No data,V particles cm-3,,,22055,V particles cm-3,No data,V particles cm-3
5/12/2018,5:00:00,No data,V particles cm-3,,,30153,V particles cm-3,No data,V particles cm-3
5/12/2018,6:00:00,No data,V particles cm-3,,,34080,V particles cm-3,No data,V particles cm-3
5/12/2018,7:00:00,No data,V particles cm-3,,,41312,V particles cm-3,No data,V particles cm-3
5/12/2018,8:00:00,No data,V particles cm-3,,,33374,V particles cm-3,No data,V particles cm-3
5/12/2018,9:00:00,No data,V particles cm-3,,,34176,V particles cm-3,No data,V particles cm-3
5/12/2018,10:00:00,No data,V particles cm-3,,,32209,V particles cm-3,No data,V particles cm-3
5/12/2018,11:00:00,No data,V particles cm-3,,,27424,V particles cm-3,No data,V particles cm-3
5/12/2018,12:00:00,No data,V particles cm-3,,,33282,V particles cm-3,No data,V particles cm-3
5/12/2018,13:00:00,No data,V particles cm-3,,,34829,V particles cm-3,No data,V particles cm-3
5/12/2018,14:00:00,No data,V particles cm-3,,,29696,V particles cm-3,No data,V particles cm-3
5/12/2018,15:00:00,No data,V particles cm-3,,,41161,V particles cm-3,No data,V particles cm-3
5/12/2018,16:00:00,No data,V particles cm-3,,,40553,V particles cm-3,No data,V particles cm-3
5/12/2018,17:00:00,No data,V particles cm-3,,,36889,V particles cm-3,No data,V particles cm-3
5/12/2018,18:00:00,No data,V particles cm-3,,,34918,V particles cm-3,No data,V particles cm-3
5/12/2018,19:00:00,No data,V particles cm-3,,,42861,V particles cm-3,No data,V particles cm-3
5/12/2018,20:00:00,No data,V particles cm-3,,,35128,V particles cm-3,No data,V particles cm-3
5/12/2018,21:00:00,No data,V particles cm-3,,,24844,V particles cm-3,No data,V particles cm-3
5/12/2018,22:00:00,No data,V particles cm-3,,,14741,V particles cm-3,No data,V particles cm-3
5/12/2018,23:00:00,No data,V particles cm-3,,,20912,V particles cm-3,No data,V particles cm-3
5/12/2018,24:00:00,No data,V particles cm-3,,,29876,V particles cm-3,No data,V particles cm-3
5/13/2018,1:00:00,No data,V particles cm-3,,,28907,V particles cm-3,No data,V particles cm-3
5/13/2018,2:00:00,No data,V particles cm-3,,,12480,V particles cm-3,No data,V particles cm-3
5/13/2018,3:00:00,No data,V particles cm-3,,,15815,V particles cm-3,No data,V particles cm-3
5/13/2018,4:00:00,No data,V particles cm-3,,,31948,V particles cm-3,No data,V particles cm-3
5/13/2018,5:00:00,No data,V particles cm-3,,,22036,V particles cm-3,No data,V particles cm-3
5/13/2018,6:00:00,No data,V particles cm-3,,,32702,V particles cm-3,No data,V particles cm-3
5/13/2018,7:00:00,No data,V particles cm-3,,,31968,V particles cm-3,No data,V particles cm-3
5/13/2018,8:00:00,No data,V particles cm-3,,,33838,V particles cm-3,No data,V particles cm-3
5/13/2018,9:00:00,No data,V particles cm-3,,,28815,V particles cm-3,No data,V particles cm-3
5/13/2018,10:00:00,No data,V particles cm-3,,,22235,V particles cm-3,No data,V particles cm-3
5/13/2018,11:00:00,No data,V particles cm-3,,,21103,V particles cm-3,No data,V particles cm-3
5/13/2018,12:00:00,No data,V particles cm-3,,,22067,V particles cm-3,No data,V particles cm-3
5/13/2018,13:00:00,No data,V particles cm-3,,,22443,V particles cm-3,No data,V particles cm-3
5/13/2018,14:00:00,No data,V particles cm-3,,,13408,V particles cm-3,No data,V particles cm-3
5/13/2018,15:00:00,No data,V particles cm-3,,,11256,V particles cm-3,No data,V particles cm-3
5/13/2018,16:00:00,No data,V particles cm-3,,,10583,V particles cm-3,No data,V particles cm-3
